subject,predicate,object
"POCO_CD_POCO_018874","is","well"
"POCO_CD_POCO_018875","is","well"
"POCO_CD_POCO_018876","is","well"
"POCO_CD_POCO_018877","is","well"
"POCO_CD_POCO_018878","is","well"
"POCO_CD_POCO_018879","is","well"
"POCO_CD_POCO_018880","is","well"
"POCO_CD_POCO_018881","is","well"
"POCO_CD_POCO_018882","is","well"
"POCO_CD_POCO_018883","is","well"
"POCO_CD_POCO_018884","is","well"
"POCO_CD_POCO_018885","is","well"
"POCO_CD_POCO_018886","is","well"
"POCO_CD_POCO_018887","is","well"
"POCO_CD_POCO_018888","is","well"
"POCO_CD_POCO_018889","is","well"
"POCO_CD_POCO_018890","is","well"
"POCO_CD_POCO_018891","is","well"
"POCO_CD_POCO_018892","is","well"
"POCO_CD_POCO_018893","is","well"
"POCO_CD_POCO_018894","is","well"
"POCO_CD_POCO_018895","is","well"
"POCO_CD_POCO_018896","is","well"
"POCO_CD_POCO_018897","is","well"
"POCO_CD_POCO_018898","is","well"
"POCO_CD_POCO_018899","is","well"
"POCO_CD_POCO_018900","is","well"
"POCO_CD_POCO_018901","is","well"
"POCO_CD_POCO_018902","is","well"
"POCO_CD_POCO_018903","is","well"
"POCO_CD_POCO_018904","is","well"
"POCO_CD_POCO_018905","is","well"
"POCO_CD_POCO_018906","is","well"
"POCO_CD_POCO_018907","is","well"
"POCO_CD_POCO_018908","is","well"
"POCO_CD_POCO_018909","is","well"
"POCO_CD_POCO_018910","is","well"
"POCO_CD_POCO_018911","is","well"
"POCO_CD_POCO_018912","is","well"
"POCO_CD_POCO_018913","is","well"
"POCO_CD_POCO_018914","is","well"
"POCO_CD_POCO_018915","is","well"
"POCO_CD_POCO_018916","is","well"
"POCO_CD_POCO_018917","is","well"
"POCO_CD_POCO_018918","is","well"
"POCO_CD_POCO_018919","is","well"
"POCO_CD_POCO_018920","is","well"
"POCO_CD_POCO_018921","is","well"
"POCO_CD_POCO_018922","is","well"
"POCO_CD_POCO_018923","is","well"
"POCO_CD_POCO_018924","is","well"
"POCO_CD_POCO_018925","is","well"
"POCO_CD_POCO_018926","is","well"
"POCO_CD_POCO_018927","is","well"
"POCO_CD_POCO_018928","is","well"
"POCO_CD_POCO_018929","is","well"
"POCO_CD_POCO_018930","is","well"
"POCO_CD_POCO_018931","is","well"
"POCO_CD_POCO_018932","is","well"
"POCO_CD_POCO_018933","is","well"
"POCO_CD_POCO_018934","is","well"
"POCO_CD_POCO_018935","is","well"
"POCO_CD_POCO_018936","is","well"
"POCO_CD_POCO_018937","is","well"
"POCO_CD_POCO_018938","is","well"
"POCO_CD_POCO_018939","is","well"
"POCO_CD_POCO_018940","is","well"
"POCO_CD_POCO_018941","is","well"
"POCO_CD_POCO_018942","is","well"
"POCO_CD_POCO_018943","is","well"
"POCO_CD_POCO_018944","is","well"
"POCO_CD_POCO_018945","is","well"
"POCO_CD_POCO_018946","is","well"
"POCO_CD_POCO_018947","is","well"
"POCO_CD_POCO_018948","is","well"
"POCO_CD_POCO_018949","is","well"
"POCO_CD_POCO_018950","is","well"
"POCO_CD_POCO_018951","is","well"
"POCO_CD_POCO_018952","is","well"
"POCO_CD_POCO_018953","is","well"
"POCO_CD_POCO_018954","is","well"
"POCO_CD_POCO_018955","is","well"
"POCO_CD_POCO_018956","is","well"
"POCO_CD_POCO_018957","is","well"
"POCO_CD_POCO_018958","is","well"
"POCO_CD_POCO_018959","is","well"
"POCO_CD_POCO_018960","is","well"
"POCO_CD_POCO_018961","is","well"
"POCO_CD_POCO_018962","is","well"
"POCO_CD_POCO_018963","is","well"
"POCO_CD_POCO_018964","is","well"
"POCO_CD_POCO_018965","is","well"
"POCO_CD_POCO_018966","is","well"
"POCO_CD_POCO_018967","is","well"
"POCO_CD_POCO_018968","is","well"
"POCO_CD_POCO_018969","is","well"
"POCO_CD_POCO_018970","is","well"
"POCO_CD_POCO_018971","is","well"
"POCO_CD_POCO_018972","is","well"
"POCO_CD_POCO_018973","is","well"
"POCO_CD_POCO_018974","is","well"
"POCO_CD_POCO_018975","is","well"
"POCO_CD_POCO_018976","is","well"
"POCO_CD_POCO_018977","is","well"
"POCO_CD_POCO_018978","is","well"
"POCO_CD_POCO_018979","is","well"
"POCO_CD_POCO_018980","is","well"
"POCO_CD_POCO_018981","is","well"
"POCO_CD_POCO_018982","is","well"
"POCO_CD_POCO_018983","is","well"
"POCO_CD_POCO_018984","is","well"
"POCO_CD_POCO_018985","is","well"
"POCO_CD_POCO_018986","is","well"
"POCO_CD_POCO_018987","is","well"
"POCO_CD_POCO_018988","is","well"
"POCO_CD_POCO_018989","is","well"
"POCO_CD_POCO_018990","is","well"
"POCO_CD_POCO_018991","is","well"
"POCO_CD_POCO_018992","is","well"
"POCO_CD_POCO_018993","is","well"
"POCO_CD_POCO_018994","is","well"
"POCO_CD_POCO_018995","is","well"
"POCO_CD_POCO_018996","is","well"
"POCO_CD_POCO_018997","is","well"
"POCO_CD_POCO_018998","is","well"
"POCO_CD_POCO_018999","is","well"
"POCO_CD_POCO_019000","is","well"
"POCO_CD_POCO_019001","is","well"
"POCO_CD_POCO_019002","is","well"
"POCO_CD_POCO_019003","is","well"
"POCO_CD_POCO_019004","is","well"
"POCO_CD_POCO_019005","is","well"
"POCO_CD_POCO_019006","is","well"
"POCO_CD_POCO_019007","is","well"
"POCO_CD_POCO_019008","is","well"
"POCO_CD_POCO_019009","is","well"
"POCO_CD_POCO_019010","is","well"
"POCO_CD_POCO_019011","is","well"
"POCO_CD_POCO_019012","is","well"
"POCO_CD_POCO_019013","is","well"
"POCO_CD_POCO_019014","is","well"
"POCO_CD_POCO_019015","is","well"
"POCO_CD_POCO_019016","is","well"
"POCO_CD_POCO_019017","is","well"
"POCO_CD_POCO_019018","is","well"
"POCO_CD_POCO_019019","is","well"
"POCO_CD_POCO_019020","is","well"
"POCO_CD_POCO_019021","is","well"
"POCO_CD_POCO_019022","is","well"
"POCO_CD_POCO_019023","is","well"
"POCO_CD_POCO_019024","is","well"
"POCO_CD_POCO_019025","is","well"
"POCO_CD_POCO_019026","is","well"
"POCO_CD_POCO_019027","is","well"
"POCO_CD_POCO_019028","is","well"
"POCO_CD_POCO_019029","is","well"
"POCO_CD_POCO_019030","is","well"
"POCO_CD_POCO_019031","is","well"
"POCO_CD_POCO_019032","is","well"
"POCO_CD_POCO_019033","is","well"
"POCO_CD_POCO_019034","is","well"
"POCO_CD_POCO_019035","is","well"
"POCO_CD_POCO_019036","is","well"
"POCO_CD_POCO_019037","is","well"
"POCO_CD_POCO_019038","is","well"
"POCO_CD_POCO_019039","is","well"
"POCO_CD_POCO_019040","is","well"
"POCO_CD_POCO_019041","is","well"
"POCO_CD_POCO_019042","is","well"
"POCO_CD_POCO_019043","is","well"
"POCO_CD_POCO_019044","is","well"
"POCO_CD_POCO_019045","is","well"
"POCO_CD_POCO_019046","is","well"
"POCO_CD_POCO_019047","is","well"
"POCO_CD_POCO_019048","is","well"
"POCO_CD_POCO_019049","is","well"
"POCO_CD_POCO_019050","is","well"
"POCO_CD_POCO_019051","is","well"
"POCO_CD_POCO_019052","is","well"
"POCO_CD_POCO_019053","is","well"
"POCO_CD_POCO_019054","is","well"
"POCO_CD_POCO_019055","is","well"
"POCO_CD_POCO_019056","is","well"
"POCO_CD_POCO_019057","is","well"
"POCO_CD_POCO_019058","is","well"
"POCO_CD_POCO_019059","is","well"
"POCO_CD_POCO_019060","is","well"
"POCO_CD_POCO_019061","is","well"
"POCO_CD_POCO_019062","is","well"
"POCO_CD_POCO_019063","is","well"
"POCO_CD_POCO_019064","is","well"
"POCO_CD_POCO_019065","is","well"
"POCO_CD_POCO_019066","is","well"
"POCO_CD_POCO_019067","is","well"
"POCO_CD_POCO_019068","is","well"
"POCO_CD_POCO_019069","is","well"
"POCO_CD_POCO_019070","is","well"
"POCO_CD_POCO_019071","is","well"
"POCO_CD_POCO_019072","is","well"
"POCO_CD_POCO_019073","is","well"
"POCO_CD_POCO_019074","is","well"
"POCO_CD_POCO_019075","is","well"
"POCO_CD_POCO_019076","is","well"
"POCO_CD_POCO_019077","is","well"
"POCO_CD_POCO_019078","is","well"
"POCO_CD_POCO_019079","is","well"
"POCO_CD_POCO_019080","is","well"
"POCO_CD_POCO_019081","is","well"
"POCO_CD_POCO_019082","is","well"
"POCO_CD_POCO_019083","is","well"
"POCO_CD_POCO_019084","is","well"
"POCO_CD_POCO_019085","is","well"
"POCO_CD_POCO_019086","is","well"
"POCO_CD_POCO_019087","is","well"
"POCO_CD_POCO_019088","is","well"
"POCO_CD_POCO_019089","is","well"
"POCO_CD_POCO_019090","is","well"
"POCO_CD_POCO_019091","is","well"
"POCO_CD_POCO_019092","is","well"
"POCO_CD_POCO_019093","is","well"
"POCO_CD_POCO_019094","is","well"
"POCO_CD_POCO_019095","is","well"
"POCO_CD_POCO_019096","is","well"
"POCO_CD_POCO_019097","is","well"
"POCO_CD_POCO_019098","is","well"
"POCO_CD_POCO_019099","is","well"
"POCO_CD_POCO_019100","is","well"
"POCO_CD_POCO_019101","is","well"
"POCO_CD_POCO_019102","is","well"
"POCO_CD_POCO_019103","is","well"
"POCO_CD_POCO_019104","is","well"
"POCO_CD_POCO_019105","is","well"
"POCO_CD_POCO_019106","is","well"
"POCO_CD_POCO_019107","is","well"
"POCO_CD_POCO_019108","is","well"
"POCO_CD_POCO_019109","is","well"
"POCO_CD_POCO_019110","is","well"
"POCO_CD_POCO_019111","is","well"
"POCO_CD_POCO_019112","is","well"
"POCO_CD_POCO_019113","is","well"
"POCO_CD_POCO_019114","is","well"
"POCO_CD_POCO_019115","is","well"
"POCO_CD_POCO_019116","is","well"
"POCO_CD_POCO_019117","is","well"
"POCO_CD_POCO_019118","is","well"
"POCO_CD_POCO_019119","is","well"
"POCO_CD_POCO_019120","is","well"
"POCO_CD_POCO_019121","is","well"
"POCO_CD_POCO_019122","is","well"
"POCO_CD_POCO_019123","is","well"
"POCO_CD_POCO_019124","is","well"
"POCO_CD_POCO_019125","is","well"
"POCO_CD_POCO_019126","is","well"
"POCO_CD_POCO_019127","is","well"
"POCO_CD_POCO_019128","is","well"
"POCO_CD_POCO_019129","is","well"
"POCO_CD_POCO_019130","is","well"
"POCO_CD_POCO_019131","is","well"
"POCO_CD_POCO_019132","is","well"
"POCO_CD_POCO_019133","is","well"
"POCO_CD_POCO_019134","is","well"
"POCO_CD_POCO_019135","is","well"
"POCO_CD_POCO_019136","is","well"
"POCO_CD_POCO_019137","is","well"
"POCO_CD_POCO_019138","is","well"
"POCO_CD_POCO_019139","is","well"
"POCO_CD_POCO_019140","is","well"
"POCO_CD_POCO_019141","is","well"
"POCO_CD_POCO_019142","is","well"
"POCO_CD_POCO_019143","is","well"
"POCO_CD_POCO_019144","is","well"
"POCO_CD_POCO_019145","is","well"
"POCO_CD_POCO_019146","is","well"
"POCO_CD_POCO_019147","is","well"
"POCO_CD_POCO_019148","is","well"
"POCO_CD_POCO_019149","is","well"
"POCO_CD_POCO_019150","is","well"
"POCO_CD_POCO_019151","is","well"
"POCO_CD_POCO_019152","is","well"
"POCO_CD_POCO_019153","is","well"
"POCO_CD_POCO_019154","is","well"
"POCO_CD_POCO_019155","is","well"
"POCO_CD_POCO_019156","is","well"
"POCO_CD_POCO_019157","is","well"
"POCO_CD_POCO_019158","is","well"
"POCO_CD_POCO_019159","is","well"
"POCO_CD_POCO_019160","is","well"
"POCO_CD_POCO_019161","is","well"
"POCO_CD_POCO_019162","is","well"
"POCO_CD_POCO_019163","is","well"
"POCO_CD_POCO_019164","is","well"
"POCO_CD_POCO_019165","is","well"
"POCO_CD_POCO_019166","is","well"
"POCO_CD_POCO_019167","is","well"
"POCO_CD_POCO_019168","is","well"
"POCO_CD_POCO_019169","is","well"
"POCO_CD_POCO_019170","is","well"
"POCO_CD_POCO_019171","is","well"
"POCO_CD_POCO_019172","is","well"
"POCO_CD_POCO_019173","is","well"
"POCO_CD_POCO_019174","is","well"
"POCO_CD_POCO_019175","is","well"
"POCO_CD_POCO_019176","is","well"
"POCO_CD_POCO_019177","is","well"
"POCO_CD_POCO_019178","is","well"
"POCO_CD_POCO_019179","is","well"
"POCO_CD_POCO_019180","is","well"
"POCO_CD_POCO_019181","is","well"
"POCO_CD_POCO_019182","is","well"
"POCO_CD_POCO_019183","is","well"
"POCO_CD_POCO_019184","is","well"
"POCO_CD_POCO_019185","is","well"
"POCO_CD_POCO_019186","is","well"
"POCO_CD_POCO_019187","is","well"
"POCO_CD_POCO_019188","is","well"
"POCO_CD_POCO_019189","is","well"
"POCO_CD_POCO_019190","is","well"
"POCO_CD_POCO_019191","is","well"
"POCO_CD_POCO_019192","is","well"
"POCO_CD_POCO_019193","is","well"
"POCO_CD_POCO_019194","is","well"
"POCO_CD_POCO_019195","is","well"
"POCO_CD_POCO_019196","is","well"
"POCO_CD_POCO_019197","is","well"
"POCO_CD_POCO_019198","is","well"
"POCO_CD_POCO_019199","is","well"
"POCO_CD_POCO_019200","is","well"
"POCO_CD_POCO_019201","is","well"
"POCO_CD_POCO_019202","is","well"
"POCO_CD_POCO_019203","is","well"
"POCO_CD_POCO_019204","is","well"
"POCO_CD_POCO_019205","is","well"
"POCO_CD_POCO_019206","is","well"
"POCO_CD_POCO_019207","is","well"
"POCO_CD_POCO_019208","is","well"
"POCO_CD_POCO_019209","is","well"
"POCO_CD_POCO_019210","is","well"
"POCO_CD_POCO_019211","is","well"
"POCO_CD_POCO_019212","is","well"
"POCO_CD_POCO_019213","is","well"
"POCO_CD_POCO_019214","is","well"
"POCO_CD_POCO_019215","is","well"
"POCO_CD_POCO_019216","is","well"
"POCO_CD_POCO_019217","is","well"
"POCO_CD_POCO_019218","is","well"
"POCO_CD_POCO_019219","is","well"
"POCO_CD_POCO_019220","is","well"
"POCO_CD_POCO_019221","is","well"
"POCO_CD_POCO_019222","is","well"
"POCO_CD_POCO_019223","is","well"
"POCO_CD_POCO_019224","is","well"
"POCO_CD_POCO_019225","is","well"
"POCO_CD_POCO_019226","is","well"
"POCO_CD_POCO_019227","is","well"
"POCO_CD_POCO_019228","is","well"
"POCO_CD_POCO_019229","is","well"
"POCO_CD_POCO_019230","is","well"
"POCO_CD_POCO_019231","is","well"
"POCO_CD_POCO_019232","is","well"
"POCO_CD_POCO_019233","is","well"
"POCO_CD_POCO_019234","is","well"
"POCO_CD_POCO_019235","is","well"
"POCO_CD_POCO_019236","is","well"
"POCO_CD_POCO_019237","is","well"
"POCO_CD_POCO_019238","is","well"
"POCO_CD_POCO_019239","is","well"
"POCO_CD_POCO_019240","is","well"
"POCO_CD_POCO_019241","is","well"
"POCO_CD_POCO_019242","is","well"
"POCO_CD_POCO_019243","is","well"
"POCO_CD_POCO_019244","is","well"
"POCO_CD_POCO_019245","is","well"
"POCO_CD_POCO_019246","is","well"
"POCO_CD_POCO_019247","is","well"
"POCO_CD_POCO_019248","is","well"
"POCO_CD_POCO_019249","is","well"
"POCO_CD_POCO_019250","is","well"
"POCO_CD_POCO_019251","is","well"
"POCO_CD_POCO_019252","is","well"
"POCO_CD_POCO_019253","is","well"
"POCO_CD_POCO_019254","is","well"
"POCO_CD_POCO_019255","is","well"
"POCO_CD_POCO_019256","is","well"
"POCO_CD_POCO_019257","is","well"
"POCO_CD_POCO_019258","is","well"
"POCO_CD_POCO_019259","is","well"
"POCO_CD_POCO_019260","is","well"
"POCO_CD_POCO_019261","is","well"
"POCO_CD_POCO_019262","is","well"
"POCO_CD_POCO_019263","is","well"
"POCO_CD_POCO_019264","is","well"
"POCO_CD_POCO_019265","is","well"
"POCO_CD_POCO_019266","is","well"
"POCO_CD_POCO_019267","is","well"
"POCO_CD_POCO_019268","is","well"
"POCO_CD_POCO_019269","is","well"
"POCO_CD_POCO_019270","is","well"
"POCO_CD_POCO_019271","is","well"
"POCO_CD_POCO_019272","is","well"
"POCO_CD_POCO_019273","is","well"
"POCO_CD_POCO_019274","is","well"
"POCO_CD_POCO_019275","is","well"
"POCO_CD_POCO_019276","is","well"
"POCO_CD_POCO_019277","is","well"
"POCO_CD_POCO_019278","is","well"
"POCO_CD_POCO_019279","is","well"
"POCO_CD_POCO_019280","is","well"
"POCO_CD_POCO_019281","is","well"
"POCO_CD_POCO_019282","is","well"
"POCO_CD_POCO_019283","is","well"
"POCO_CD_POCO_019284","is","well"
"POCO_CD_POCO_019285","is","well"
"POCO_CD_POCO_019286","is","well"
"POCO_CD_POCO_019287","is","well"
"POCO_CD_POCO_019288","is","well"
"POCO_CD_POCO_019289","is","well"
"POCO_CD_POCO_019290","is","well"
"POCO_CD_POCO_019291","is","well"
"POCO_CD_POCO_019292","is","well"
"POCO_CD_POCO_019293","is","well"
"POCO_CD_POCO_019294","is","well"
"POCO_CD_POCO_019295","is","well"
"POCO_CD_POCO_019296","is","well"
"POCO_CD_POCO_019297","is","well"
"POCO_CD_POCO_019298","is","well"
"POCO_CD_POCO_019299","is","well"
"POCO_CD_POCO_019300","is","well"
"POCO_CD_POCO_019301","is","well"
"POCO_CD_POCO_019302","is","well"
"POCO_CD_POCO_019303","is","well"
"POCO_CD_POCO_019304","is","well"
"POCO_CD_POCO_019305","is","well"
"POCO_CD_POCO_019306","is","well"
"POCO_CD_POCO_019307","is","well"
"POCO_CD_POCO_019308","is","well"
"POCO_CD_POCO_019309","is","well"
"POCO_CD_POCO_019310","is","well"
"POCO_CD_POCO_019311","is","well"
"POCO_CD_POCO_019312","is","well"
"POCO_CD_POCO_019313","is","well"
"POCO_CD_POCO_019314","is","well"
"POCO_CD_POCO_019315","is","well"
"POCO_CD_POCO_019316","is","well"
"POCO_CD_POCO_019317","is","well"
"POCO_CD_POCO_019318","is","well"
"POCO_CD_POCO_019319","is","well"
"POCO_CD_POCO_019320","is","well"
"POCO_CD_POCO_019321","is","well"
"POCO_CD_POCO_019322","is","well"
"POCO_CD_POCO_019323","is","well"
"POCO_CD_POCO_019324","is","well"
"POCO_CD_POCO_019325","is","well"
"POCO_CD_POCO_019326","is","well"
"POCO_CD_POCO_019327","is","well"
"POCO_CD_POCO_019328","is","well"
"POCO_CD_POCO_019329","is","well"
"POCO_CD_POCO_019330","is","well"
"POCO_CD_POCO_019331","is","well"
"POCO_CD_POCO_019332","is","well"
"POCO_CD_POCO_019333","is","well"
"POCO_CD_POCO_019334","is","well"
"POCO_CD_POCO_019335","is","well"
"POCO_CD_POCO_019336","is","well"
"POCO_CD_POCO_019337","is","well"
"POCO_CD_POCO_019338","is","well"
"POCO_CD_POCO_019339","is","well"
"POCO_CD_POCO_019340","is","well"
"POCO_CD_POCO_019341","is","well"
"POCO_CD_POCO_019342","is","well"
"POCO_CD_POCO_019343","is","well"
"POCO_CD_POCO_019344","is","well"
"POCO_CD_POCO_019345","is","well"
"POCO_CD_POCO_019346","is","well"
"POCO_CD_POCO_019347","is","well"
"POCO_CD_POCO_019348","is","well"
"POCO_CD_POCO_019349","is","well"
"POCO_CD_POCO_019350","is","well"
"POCO_CD_POCO_019351","is","well"
"POCO_CD_POCO_019352","is","well"
"POCO_CD_POCO_019353","is","well"
"POCO_CD_POCO_019354","is","well"
"POCO_CD_POCO_019355","is","well"
"POCO_CD_POCO_019356","is","well"
"POCO_CD_POCO_019357","is","well"
"POCO_CD_POCO_019358","is","well"
"POCO_CD_POCO_019359","is","well"
"POCO_CD_POCO_019360","is","well"
"POCO_CD_POCO_019361","is","well"
"POCO_CD_POCO_019362","is","well"
"POCO_CD_POCO_019363","is","well"
"POCO_CD_POCO_019364","is","well"
"POCO_CD_POCO_019365","is","well"
"POCO_CD_POCO_019366","is","well"
"POCO_CD_POCO_019367","is","well"
"POCO_CD_POCO_019368","is","well"
"POCO_CD_POCO_019369","is","well"
"POCO_CD_POCO_019370","is","well"
"POCO_CD_POCO_019371","is","well"
"POCO_CD_POCO_019372","is","well"
"POCO_CD_POCO_019373","is","well"
"POCO_CD_POCO_019374","is","well"
"POCO_CD_POCO_019375","is","well"
"POCO_CD_POCO_019376","is","well"
"POCO_CD_POCO_019377","is","well"
"POCO_CD_POCO_019378","is","well"
"POCO_CD_POCO_019379","is","well"
"POCO_CD_POCO_019380","is","well"
"POCO_CD_POCO_019381","is","well"
"POCO_CD_POCO_019382","is","well"
"POCO_CD_POCO_019383","is","well"
"POCO_CD_POCO_019384","is","well"
"POCO_CD_POCO_019385","is","well"
"POCO_CD_POCO_019386","is","well"
"POCO_CD_POCO_019387","is","well"
"POCO_CD_POCO_019388","is","well"
"POCO_CD_POCO_019389","is","well"
"POCO_CD_POCO_019390","is","well"
"POCO_CD_POCO_019391","is","well"
"POCO_CD_POCO_019392","is","well"
"POCO_CD_POCO_019393","is","well"
"POCO_CD_POCO_019394","is","well"
"POCO_CD_POCO_019395","is","well"
"POCO_CD_POCO_019396","is","well"
"POCO_CD_POCO_019397","is","well"
"POCO_CD_POCO_019398","is","well"
"POCO_CD_POCO_019399","is","well"
"POCO_CD_POCO_019400","is","well"
"POCO_CD_POCO_019401","is","well"
"POCO_CD_POCO_019402","is","well"
"POCO_CD_POCO_019403","is","well"
"POCO_CD_POCO_019404","is","well"
"POCO_CD_POCO_019405","is","well"
"POCO_CD_POCO_019406","is","well"
"POCO_CD_POCO_019407","is","well"
"POCO_CD_POCO_019408","is","well"
"POCO_CD_POCO_019409","is","well"
"POCO_CD_POCO_019410","is","well"
"POCO_CD_POCO_019411","is","well"
"POCO_CD_POCO_019412","is","well"
"POCO_CD_POCO_019413","is","well"
"POCO_CD_POCO_019414","is","well"
"POCO_CD_POCO_019415","is","well"
"POCO_CD_POCO_019416","is","well"
"POCO_CD_POCO_019417","is","well"
"POCO_CD_POCO_019418","is","well"
"POCO_CD_POCO_019419","is","well"
"POCO_CD_POCO_019420","is","well"
"POCO_CD_POCO_019421","is","well"
"POCO_CD_POCO_019422","is","well"
"POCO_CD_POCO_019423","is","well"
"POCO_CD_POCO_019424","is","well"
"POCO_CD_POCO_019425","is","well"
"POCO_CD_POCO_019426","is","well"
"POCO_CD_POCO_019427","is","well"
"POCO_CD_POCO_019428","is","well"
"POCO_CD_POCO_019429","is","well"
"POCO_CD_POCO_019430","is","well"
"POCO_CD_POCO_019431","is","well"
"POCO_CD_POCO_019432","is","well"
"POCO_CD_POCO_019433","is","well"
"POCO_CD_POCO_019434","is","well"
"POCO_CD_POCO_019435","is","well"
"POCO_CD_POCO_019436","is","well"
"POCO_CD_POCO_019437","is","well"
"POCO_CD_POCO_019438","is","well"
"POCO_CD_POCO_019439","is","well"
"POCO_CD_POCO_019440","is","well"
"POCO_CD_POCO_019441","is","well"
"POCO_CD_POCO_019442","is","well"
"POCO_CD_POCO_019443","is","well"
"POCO_CD_POCO_019444","is","well"
"POCO_CD_POCO_019445","is","well"
"POCO_CD_POCO_019446","is","well"
"POCO_CD_POCO_019447","is","well"
"POCO_CD_POCO_019448","is","well"
"POCO_CD_POCO_019449","is","well"
"POCO_CD_POCO_019450","is","well"
"POCO_CD_POCO_019451","is","well"
"POCO_CD_POCO_019452","is","well"
"POCO_CD_POCO_019453","is","well"
"POCO_CD_POCO_019454","is","well"
"POCO_CD_POCO_019455","is","well"
"POCO_CD_POCO_019456","is","well"
"POCO_CD_POCO_019457","is","well"
"POCO_CD_POCO_019458","is","well"
"POCO_CD_POCO_019459","is","well"
"POCO_CD_POCO_019460","is","well"
"POCO_CD_POCO_019461","is","well"
"POCO_CD_POCO_019462","is","well"
"POCO_CD_POCO_019463","is","well"
"POCO_CD_POCO_019464","is","well"
"POCO_CD_POCO_019465","is","well"
"POCO_CD_POCO_019466","is","well"
"POCO_CD_POCO_019467","is","well"
"POCO_CD_POCO_019468","is","well"
"POCO_CD_POCO_019469","is","well"
"POCO_CD_POCO_019470","is","well"
"POCO_CD_POCO_019471","is","well"
"POCO_CD_POCO_019472","is","well"
"POCO_CD_POCO_019473","is","well"
"POCO_CD_POCO_019474","is","well"
"POCO_CD_POCO_019475","is","well"
"POCO_CD_POCO_019476","is","well"
"POCO_CD_POCO_019477","is","well"
"POCO_CD_POCO_019478","is","well"
"POCO_CD_POCO_019479","is","well"
"POCO_CD_POCO_019480","is","well"
"POCO_CD_POCO_019481","is","well"
"POCO_CD_POCO_019482","is","well"
"POCO_CD_POCO_019483","is","well"
"POCO_CD_POCO_019484","is","well"
"POCO_CD_POCO_019485","is","well"
"POCO_CD_POCO_019486","is","well"
"POCO_CD_POCO_019487","is","well"
"POCO_CD_POCO_019488","is","well"
"POCO_CD_POCO_019489","is","well"
"POCO_CD_POCO_019490","is","well"
"POCO_CD_POCO_019491","is","well"
"POCO_CD_POCO_019492","is","well"
"POCO_CD_POCO_019493","is","well"
"POCO_CD_POCO_019494","is","well"
"POCO_CD_POCO_019495","is","well"
"POCO_CD_POCO_019496","is","well"
"POCO_CD_POCO_019497","is","well"
"POCO_CD_POCO_019498","is","well"
"POCO_CD_POCO_019499","is","well"
"POCO_CD_POCO_019500","is","well"
"POCO_CD_POCO_019501","is","well"
"POCO_CD_POCO_019502","is","well"
"POCO_CD_POCO_019503","is","well"
"POCO_CD_POCO_019504","is","well"
"POCO_CD_POCO_019505","is","well"
"POCO_CD_POCO_019506","is","well"
"POCO_CD_POCO_019507","is","well"
"POCO_CD_POCO_019508","is","well"
"POCO_CD_POCO_019509","is","well"
"POCO_CD_POCO_019510","is","well"
"POCO_CD_POCO_019511","is","well"
"POCO_CD_POCO_019512","is","well"
"POCO_CD_POCO_019513","is","well"
"POCO_CD_POCO_019514","is","well"
"POCO_CD_POCO_019515","is","well"
"POCO_CD_POCO_019516","is","well"
"POCO_CD_POCO_019517","is","well"
"POCO_CD_POCO_019518","is","well"
"POCO_CD_POCO_019519","is","well"
"POCO_CD_POCO_019520","is","well"
"POCO_CD_POCO_019521","is","well"
"POCO_CD_POCO_019522","is","well"
"POCO_CD_POCO_019523","is","well"
"POCO_CD_POCO_019524","is","well"
"POCO_CD_POCO_019525","is","well"
"POCO_CD_POCO_019526","is","well"
"POCO_CD_POCO_019527","is","well"
"POCO_CD_POCO_019528","is","well"
"POCO_CD_POCO_019529","is","well"
"POCO_CD_POCO_019530","is","well"
"POCO_CD_POCO_019531","is","well"
"POCO_CD_POCO_019532","is","well"
"POCO_CD_POCO_019533","is","well"
"POCO_CD_POCO_019534","is","well"
"POCO_CD_POCO_019535","is","well"
"POCO_CD_POCO_019536","is","well"
"POCO_CD_POCO_019537","is","well"
"POCO_CD_POCO_019538","is","well"
"POCO_CD_POCO_019539","is","well"
"POCO_CD_POCO_019540","is","well"
"POCO_CD_POCO_019541","is","well"
"POCO_CD_POCO_019542","is","well"
"POCO_CD_POCO_019543","is","well"
"POCO_CD_POCO_019544","is","well"
"POCO_CD_POCO_019545","is","well"
"POCO_CD_POCO_019546","is","well"
"POCO_CD_POCO_019547","is","well"
"POCO_CD_POCO_019548","is","well"
"POCO_CD_POCO_019549","is","well"
"POCO_CD_POCO_019550","is","well"
"POCO_CD_POCO_019551","is","well"
"POCO_CD_POCO_019552","is","well"
"POCO_CD_POCO_019553","is","well"
"POCO_CD_POCO_019554","is","well"
"POCO_CD_POCO_019555","is","well"
"POCO_CD_POCO_019556","is","well"
"POCO_CD_POCO_019557","is","well"
"POCO_CD_POCO_019558","is","well"
"POCO_CD_POCO_019559","is","well"
"POCO_CD_POCO_019560","is","well"
"POCO_CD_POCO_019561","is","well"
"POCO_CD_POCO_019562","is","well"
"POCO_CD_POCO_019563","is","well"
"POCO_CD_POCO_019564","is","well"
"POCO_CD_POCO_019565","is","well"
"POCO_CD_POCO_019566","is","well"
"POCO_CD_POCO_019567","is","well"
"POCO_CD_POCO_019568","is","well"
"POCO_CD_POCO_019569","is","well"
"POCO_CD_POCO_019570","is","well"
"POCO_CD_POCO_019571","is","well"
"POCO_CD_POCO_019572","is","well"
